,total sulfur dioxide,density,pH,sulphates,alcohol
0,-0.3791326888959121,0.5582744625310315,1.288642916709892,-0.5792065221278776,-0.9602461068866388
1,0.6243632277859998,0.028260767740996406,-0.7199332966852555,0.1289504006827337,-0.5847771110347696
2,0.2290466545476709,0.13426350669899165,-0.3311766102216806,-0.04808883001991929,-0.5847771110347696
3,0.41150045758074577,0.6642772014890268,-0.9791044209943073,-0.4611803683261096,-0.5847771110347696
4,-0.3791326888959121,0.5582744625310315,1.288642916709892,-0.5792065221278776,-0.9602461068866388
5,-0.19667888586283722,0.5582744625310315,1.288642916709892,-0.5792065221278776,-0.9602461068866388
6,0.38109149040856666,-0.18374471017505295,-0.07200548591262876,-1.1693372911367206,-0.9602461068866388
7,-0.774449262134241,-1.1377693607970691,0.5111295437827393,-1.1103242142358365,-0.3970426131088359
8,-0.8656761636507785,0.028260767740996406,0.316751200550949,-0.520193445226994,-0.8663788579236719
9,1.68867707881227,0.5582744625310315,0.25195841947368747,0.8371073234933449,0.07229363170600012
10,0.5635452934416415,-0.4487515575700411,-0.2015910480671547,-0.6972326759296462,-1.1479806048125742
11,1.68867707881227,0.5582744625310315,0.25195841947368747,0.8371073234933449,0.07229363170600012
12,0.38109149040856666,-1.2967734692341208,1.742192384250734,-0.8152588297314148,-0.49090986207180276
13,-0.5311775247568079,0.3462689846149822,-0.3311766102216806,5.32210116796055,-1.241847853775541
14,2.996262667215974,0.9822854183630714,-0.9791044209943073,1.3092119387004189,-1.1479806048125742
15,3.087489568732511,0.9822854183630714,-0.9143116399170458,1.6042773232048406,-1.1479806048125742
16,1.7190860459844493,0.08126213721999404,-0.07200548591262876,0.5420419389889234,0.07229363170600012
17,0.2898645888920292,0.028260767740996406,-1.3030683263806235,3.66973501473579,-1.0541133558496056
18,-0.5311775247568079,0.3462689846149822,0.4463367627054749,-0.9332849835331836,-1.335715102738508
19,0.2898645888920292,0.08126213721999404,-1.7566177939214629,2.489473476718105,-1.1479806048125742
