,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color_green,color_yellow
0,-1.4306015203272031,-0.7428958716940861,-0.7422216919900217,-0.10722748584537825,-0.6580789649379846,-0.21332967508028342,-0.5884494440465138,-1.687414398851582,2.0736735888729068,0.04205150719957579,1.839081286998108,-0.6676349557269504,-0.8858267297927465
1,-0.43377602964245277,-0.715116407018207,0.0793385660247759,-0.4683095101035133,-0.2059779447101755,1.2118399154560588,0.5575110441488541,0.18372547370681763,0.9435672266105648,-0.41204389985784484,-0.8670867984485973,-0.6676349557269504,1.1288889422358779
2,2.3807900617027262,-0.6039985483146907,1.1062888885432731,1.4815334208904156,-0.3087281765801322,0.2617268550984973,-0.13609661975886858,0.560104183704223,-1.9149371014647727,-0.2985200480934897,-0.8670867984485973,-0.6676349557269504,-0.8858267297927465
3,-1.4892383138968945,0.8405336148310238,-1.3070443693751952,-0.5405259149551401,-0.021027527344253755,0.45174946717000963,1.4019029828191252,-1.268020979140266,1.5418588301612157,-0.8093773810330872,-0.40050609406123433,-0.6676349557269504,-0.8858267297927465
4,0.1525919060544594,-0.32620390155589957,-0.02335646622707362,-0.1794438906970053,-0.6786290113119757,-0.21332967508028342,-0.5884494440465138,-0.8593812368573381,-0.8513075840413908,0.7799565436678837,0.719287596468436,-0.6676349557269504,1.1288889422358779
5,-0.6096864103515263,0.7849746854792656,-0.07470398235299852,-0.5405259149551401,6.431687034089021,-0.023307063008771115,0.10515821986120888,0.07618869942186174,-0.9842612737193136,2.709862023661919,-0.9604029393260695,-0.6676349557269504,-0.8858267297927465
6,0.6216862546119896,-1.0484699831287563,0.49011869503217487,-0.25166029554863206,-0.2676280838321495,-1.0684314294020887,-1.040802268334159,0.6676409579891789,-0.5854002046855453,-0.2417581222113121,-1.1470352210810157,-0.6676349557269504,1.1288889422358779
7,-0.49241282321214375,0.45162110936871586,-0.07470398235299852,-0.4683095101035133,-0.3087281765801322,0.736783385277278,1.2209618531040671,-0.3432047202894543,-0.05358544597385729,-0.7526154551509097,-0.5871383758161789,-0.6676349557269504,1.1288889422358779
8,-0.5510496167818347,0.11826753325816676,-0.43413659523447257,-0.5405259149551401,-0.12377775921421043,-0.11831836904452726,-0.4075083143314557,-0.11200065557681108,1.2094746059664103,0.09881343308175337,0.06607461032612859,1.497824509370028,-0.8858267297927465
9,-0.19922885536368767,-0.6039985483146907,-0.5368316274863223,-0.3960931052518862,-0.3087281765801322,-0.9734201233663327,-0.8900179935716106,0.23749386084929558,-0.12006229081281718,-0.2985200480934897,-1.1470352210810157,-0.6676349557269504,1.1288889422358779
